Region,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Arica y Parinacota,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble
2020-06-26,22,8,0,0,0,1,0,6,0,0,7,0,0,0,4,0,0,0,1,0,0,0,0,0,0,18,0,4,5,6,0,0,1,0,12,4,0,0,0,0,1,0,16,0,1,0,0,0,9,2,11,0,1,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,26,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,3,0,12,3,0,6,0,0,0,0,0,0,19,16,6,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,13,1,4,1,0,0,1,17,0,0,4,0,0,2,0,0,0,0,0,0,29,0,0,0,4,0,0,15,0,0,0,1,0,17,0,31,1,24,0,0,0,0,15,0,0,0,11,0,0,0,0,0,7,0,41,0,8,0,0,20,0,12,1,0,17,11,59,5,0,25,3,0,0,0,16,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,7,10,0,0,6,8,6,0,33,0,0,11,0,0,0,0,0,0,3,0,0
2020-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-30,40,11,0,0,0,0,0,23,0,1,18,0,0,0,5,0,0,0,8,0,0,0,0,0,0,39,0,4,8,16,0,0,0,1,17,0,0,0,0,0,0,0,24,0,0,0,0,0,10,1,32,0,0,9,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,1,1,0,1,49,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,6,3,1,2,0,5,0,0,0,0,0,0,15,20,1,0,0,0,0,3,0,0,1,4,0,0,0,2,2,0,12,3,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,32,0,0,0,4,0,0,21,0,0,0,0,0,28,0,45,0,35,0,0,0,0,19,0,0,0,22,14,0,0,0,0,20,0,43,0,26,0,0,34,0,28,0,0,24,22,117,12,0,22,5,1,0,0,31,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,9,15,0,0,7,10,16,0,49,0,0,25,0,0,0,0,0,0,2,0,0
2020-07-01,13,15,0,0,0,0,0,13,0,0,3,0,0,0,6,0,0,0,3,0,0,0,0,2,0,14,0,6,0,5,0,0,0,0,16,4,0,0,0,0,0,0,12,0,1,0,0,0,8,4,22,0,0,9,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,38,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4,5,0,8,1,1,10,0,0,0,0,0,0,13,23,9,0,0,0,0,3,0,0,0,1,0,2,0,0,0,0,11,1,3,4,0,0,0,29,0,0,20,0,0,2,0,0,0,0,0,3,31,0,0,0,5,0,0,15,0,0,0,0,0,12,0,35,0,25,0,0,0,0,17,0,0,0,2,12,0,0,0,0,17,0,22,0,10,0,0,18,0,20,0,0,21,2,66,7,0,23,3,0,0,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,1,10,0,0,4,14,7,0,38,0,0,14,0,0,0,0,1,0,0,0,0
2020-07-02,12,9,0,0,0,0,1,8,0,0,8,0,0,0,3,0,0,0,3,0,0,0,0,1,0,22,0,1,5,8,0,0,0,0,16,0,0,0,0,0,0,0,12,0,0,0,0,0,3,3,14,0,0,10,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4,3,6,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,18,0,0,0,0,0,17,0,24,0,19,0,0,0,0,17,0,0,0,6,6,0,0,0,0,17,0,26,0,13,0,0,24,0,12,0,0,18,6,83,4,0,15,1,0,0,0,21,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,7,0,0,4,8,2,0,36,0,0,19,0,0,0,0,0,0,0,0,0
2020-07-03,27,4,0,0,0,0,0,7,0,1,9,0,0,0,3,0,0,0,5,0,0,0,0,1,0,18,0,2,1,9,0,0,0,0,20,1,0,0,0,0,0,0,20,0,0,0,0,0,6,4,13,0,0,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,25,0,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,6,0,5,1,0,7,0,0,0,0,1,0,10,14,8,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,20,1,7,1,0,0,1,8,0,0,3,0,0,2,0,0,0,0,0,1,29,0,0,0,1,0,0,15,0,0,0,0,0,17,0,30,0,20,0,0,0,0,7,0,0,0,8,10,0,0,0,1,7,0,31,0,6,1,0,26,0,16,0,0,16,9,57,4,0,26,2,0,0,0,19,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,9,5,0,0,9,6,6,0,20,0,0,13,0,0,0,0,0,0,3,0,0
2020-07-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-06,38,16,0,0,0,0,0,12,0,0,13,0,0,0,2,1,0,0,2,0,0,0,0,0,0,36,0,4,8,11,0,0,0,0,27,0,0,0,1,0,0,0,22,0,0,0,0,0,0,9,17,0,0,8,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,47,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,3,0,6,6,0,10,0,0,0,0,0,0,13,22,5,0,0,0,1,2,0,0,0,2,1,0,0,1,0,0,9,1,4,5,0,0,1,21,0,0,16,0,0,1,0,0,0,0,0,0,36,0,0,0,5,0,0,16,0,0,0,0,0,18,0,29,0,27,0,0,1,0,22,0,0,0,17,10,0,0,0,0,35,0,38,0,15,0,0,23,0,24,0,0,30,11,106,8,0,35,3,0,0,0,24,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,5,0,0,0,0,8,10,0,0,6,8,14,0,33,0,0,16,0,0,0,0,0,0,4,0,0
2020-07-07,9,6,0,0,0,0,0,10,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,1,0,16,0,5,7,2,0,0,0,0,18,0,0,0,0,0,0,0,17,0,0,0,0,0,9,3,9,0,0,6,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,7,2,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,5,0,0,11,0,0,0,0,0,18,0,30,0,23,0,0,1,0,11,0,1,0,7,7,0,0,0,0,15,2,29,0,18,0,0,15,0,17,0,0,13,9,69,2,0,10,4,1,0,0,20,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,9,1,0,6,3,13,0,30,0,0,20,0,0,0,0,0,0,0,0,0
2020-07-08,13,9,0,0,0,0,1,9,0,0,3,0,0,0,6,0,0,0,3,0,0,0,0,1,0,19,0,5,0,7,0,0,0,0,15,1,0,0,0,0,0,0,11,0,0,0,0,0,5,4,11,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,9,5,1,0,1,0,8,0,0,0,0,0,0,13,20,6,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,8,1,6,1,0,0,1,16,0,0,13,0,0,1,0,0,0,0,0,0,19,0,0,0,2,0,0,15,0,0,0,0,0,11,0,21,0,24,0,0,0,1,15,0,0,0,8,11,0,0,0,0,8,0,29,0,6,0,0,19,0,16,0,0,15,7,44,3,0,12,5,0,0,0,13,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,6,0,0,5,6,7,0,30,0,0,6,0,0,0,0,0,1,3,0,0
2020-07-09,16,1,0,0,0,0,0,13,0,0,10,0,0,0,4,0,0,0,2,0,0,0,0,0,0,17,0,2,14,6,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,14,3,9,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,19,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,24,7,4,1,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,18,0,0,0,2,0,0,10,0,0,0,0,0,12,0,28,0,17,0,0,0,0,11,0,0,0,6,7,0,0,0,0,20,0,28,0,12,0,0,10,0,11,0,0,7,12,74,6,0,15,1,0,0,1,15,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,5,5,0,0,3,6,5,0,22,1,0,13,0,0,0,0,0,0,1,0,0
2020-07-10,19,12,0,0,0,0,0,16,0,0,9,0,0,0,3,0,0,0,3,0,0,0,0,0,0,13,0,3,10,5,0,0,0,0,14,0,0,0,1,0,0,0,12,0,0,0,0,0,9,4,15,0,0,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,27,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2,4,1,1,1,0,6,0,0,0,0,0,0,18,24,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,13,1,11,4,0,0,0,17,0,0,4,0,0,3,0,0,0,0,0,0,20,0,0,0,2,0,0,13,0,0,0,0,0,14,0,21,0,20,0,0,0,1,10,0,0,0,7,1,0,0,0,0,14,0,28,0,8,1,0,15,0,20,0,0,15,9,41,5,0,12,4,0,0,0,16,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,3,8,0,0,5,9,7,0,38,0,0,11,0,0,0,0,0,0,3,0,0
2020-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-13,35,13,0,0,0,0,0,17,0,0,7,0,0,0,1,0,0,0,5,0,0,0,0,0,0,34,0,6,7,9,0,1,0,0,24,0,0,0,0,0,0,0,14,0,1,0,0,0,10,6,20,1,1,10,0,1,0,4,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,23,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3,5,0,8,4,0,2,0,0,0,0,0,0,16,31,5,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,22,0,4,7,0,0,0,13,0,0,14,0,0,1,0,0,0,0,0,0,28,0,0,0,2,0,0,13,0,0,0,0,0,20,0,23,0,26,0,0,0,1,18,0,0,0,18,8,0,0,0,0,15,0,29,0,17,1,0,17,0,29,0,0,18,15,115,7,0,29,5,0,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,7,6,0,0,3,16,14,0,38,0,0,22,0,0,0,0,0,0,3,0,0
2020-07-14,20,7,0,0,0,0,0,13,0,0,8,0,0,0,2,1,0,0,5,0,0,0,0,0,0,20,0,4,4,8,0,0,0,0,20,0,0,0,0,0,0,0,8,0,0,0,0,0,7,4,11,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,3,0,0,0,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,12,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,0,0,0,3,0,0,7,0,0,0,0,0,7,0,23,0,26,0,0,0,1,15,0,0,0,10,13,0,0,0,0,19,0,27,0,12,0,0,23,0,15,0,0,11,16,63,7,0,16,1,0,0,0,15,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,3,6,0,0,8,10,10,0,32,0,1,17,0,0,0,0,0,0,3,0,0
2020-07-15,14,8,0,0,0,0,1,5,0,0,4,0,0,0,1,0,0,0,3,0,0,0,0,0,0,17,0,3,0,7,0,0,1,0,16,2,0,0,0,0,0,0,13,0,1,0,0,0,9,1,12,1,0,7,0,0,2,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,24,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,2,1,4,0,0,5,0,0,0,0,0,0,12,20,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,1,5,4,0,0,1,13,0,0,13,0,0,3,0,0,0,0,0,0,2,0,0,0,3,0,0,11,1,0,0,0,0,12,0,22,0,26,0,0,0,2,19,1,0,0,6,9,0,0,0,1,12,0,29,0,4,0,0,14,0,14,0,0,15,10,34,4,0,17,4,0,0,0,13,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,11,0,0,1,9,10,0,28,0,0,13,0,0,0,0,0,0,1,0,0
2020-07-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-17,34,8,0,0,0,0,0,8,0,0,15,0,0,0,9,0,0,0,7,0,0,0,0,0,0,24,0,3,9,7,0,0,1,0,16,0,0,0,0,0,0,0,22,0,1,0,0,0,11,1,11,1,0,4,0,2,0,5,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,12,4,0,10,2,0,6,0,0,0,0,0,0,10,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,0,10,6,0,0,2,12,0,0,2,0,0,3,0,0,0,0,0,0,2,0,0,0,2,0,0,18,0,0,0,0,0,25,0,32,0,22,1,0,0,0,12,0,0,0,7,4,0,0,0,0,12,0,33,0,6,0,0,26,1,19,0,0,14,5,105,7,0,28,4,0,0,0,25,0,1,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,4,8,0,0,5,4,9,0,24,0,0,14,0,0,0,0,0,0,3,0,0
2020-07-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-20,38,14,0,0,0,0,0,13,0,0,13,0,0,0,7,0,0,0,2,0,0,0,0,4,0,23,0,3,9,10,0,0,0,0,33,1,0,0,0,0,0,0,15,0,0,0,0,0,16,2,27,1,0,8,0,2,1,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,54,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,37,5,5,2,13,2,0,7,0,0,0,0,0,0,12,20,3,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,21,4,7,2,0,0,0,12,0,0,16,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,25,1,0,0,0,0,20,0,31,0,31,0,0,0,0,28,0,0,0,11,12,0,0,0,2,22,0,34,0,20,0,0,39,0,31,0,0,22,22,107,11,0,30,2,0,0,0,29,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,4,15,0,0,11,5,17,0,44,0,0,26,0,0,0,0,0,0,2,0,0
2020-07-21,21,9,0,0,0,0,0,14,0,0,11,0,0,0,3,0,0,0,2,0,0,0,0,1,0,19,0,4,5,7,0,0,0,0,18,0,0,0,0,0,0,0,10,0,0,0,0,0,14,1,12,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,38,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,3,1,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,33,0,0,0,4,0,0,11,0,0,0,0,0,9,0,32,0,37,0,0,0,0,19,0,0,0,10,5,0,0,0,0,11,0,29,0,10,0,0,25,0,22,0,0,12,13,61,7,0,18,5,0,0,0,24,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,5,8,0,0,7,2,4,0,41,0,0,16,0,0,0,0,0,0,4,0,0
2020-07-22,10,4,0,0,0,0,1,9,0,1,12,0,0,0,2,0,0,0,1,0,0,0,0,0,0,20,0,4,0,12,0,0,0,0,18,0,0,0,0,0,0,0,7,0,0,0,0,0,6,3,14,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,3,1,5,5,0,9,0,0,0,0,0,0,7,19,9,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,6,0,2,3,0,0,0,17,0,0,14,0,0,0,0,0,0,0,0,0,27,0,0,0,3,1,0,15,0,0,0,0,0,11,0,35,0,26,0,0,0,0,17,0,0,0,7,9,0,0,0,0,13,0,20,0,9,0,0,22,0,14,0,0,8,15,47,6,0,14,2,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,3,6,0,0,5,10,5,0,32,0,0,13,0,0,0,1,0,0,6,0,0
2020-07-23,16,9,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,2,0,15,0,2,2,6,0,0,0,0,19,0,0,0,0,0,0,0,10,0,0,0,0,0,6,4,13,0,0,5,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,2,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,0,0,0,6,0,0,10,0,0,0,0,0,8,0,24,0,26,0,0,0,0,13,0,0,0,8,5,0,0,0,0,7,0,19,0,3,0,0,17,0,23,0,0,6,7,77,4,0,13,3,1,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,4,7,16,0,29,0,0,11,0,0,0,0,0,0,1,0,0
2020-07-24,34,12,0,0,0,0,0,10,0,1,6,0,0,0,2,0,0,0,2,0,0,0,0,1,1,16,0,0,4,5,0,0,1,0,15,0,0,0,0,0,0,0,9,0,0,0,0,0,8,4,11,0,0,9,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,0,1,6,2,0,6,0,1,0,0,0,0,13,18,4,0,0,0,0,2,0,1,0,0,0,1,3,0,2,0,16,0,4,1,0,0,0,14,0,0,3,0,0,3,0,0,0,0,0,2,27,0,0,0,1,0,0,14,0,0,0,0,0,12,0,30,0,26,0,0,0,0,17,0,0,0,9,7,0,0,0,0,6,0,21,0,10,0,0,22,0,15,0,0,14,12,35,2,0,10,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,8,0,0,10,4,8,1,30,0,0,20,0,0,0,0,0,0,1,0,0
